"","State","County","Presence.of.Water.Violation","standardized_deaths","Percentage_Adults_with_Obesity","Percentage_Physically_Inactive","Percentage__With.Access.to.Exercise.Opportunities","Percentage_Excessive.Drinking","Percentage_Driving.Deaths.with.Alcohol.Involvement","Percentage_Uninsured","Primary.Care.Physicians.Ratio","Dentist.Ratio","Mental.Health.Provider.Ratio","Preventable.Hospitalization.Rate","Percentage_Vaccinated","High.School.Graduation.Rate","Social.Association.Rate","Violent.Crime.Rate","Injury.Death.Rate","Average.Daily.PM2.5","Percentage_.Drive.Alone.to.Work","Percentage_Long.Commute...Drives.Alone","Infant.Mortality.Rate","Percentage_Adults.with.Diabetes","HIV.Prevalence.Rate","Drug.Overdose.Mortality.Rate","Percentage_Insufficient.Sleep","Other.Primary.Care.Provider.Rate","Percentage_Disconnected.Youth","Average.Grade.Performance","Percentage_.Enrolled.in.Free.or.Reduced.Lunch","Suicide.Rate..Age.Adjusted.","Percentage_.Not.Proficient.in.English","Percentage_Female"
"31","Michigan","Huron","Yes",0.901228571428572,34.2,24,60,18.65048237,36,6.866182129,1840,1833,799,4545,42,91.64733179,17.26342711,163,91.84481394,9,82,22.7,7.1221216307125,13,29.3,24.48710169,33.69588352,93,8.368794326,2.89247152815038,49.89504618,23.88388843,0.263579341,50.46204197
"32","Michigan","Ingham","No",8.00176856649396,31.5,20,89,21.68274858,30.76923077,6.194821985,942,1374,263,4477,48,88.02062674,14.09440841,609,71.51582331,10.6,76,17.6,6.568214991,9.3,171.1,28.24430636,35.62611019,126,2.978546136,3.002742551,48.40339432,13.87775555,1.690225388,51.29690676
"33","Michigan","Ionia","Yes",1.18844444444444,34.8,26,75,22.14855659,32.25806452,5.843075134,3384,2378,713,4928,32,84.14414414,8.554852157,247,67.23735409,10.6,83,44,4.74871389,12.7,109.6,17.6409852,36.07677082,60,10.1369065,2.912984704,49.52775858,18.06931472,0.34877186,46.36193739
"34","Michigan","Iosco","No",3.67229090909091,30.5,28,90,16.69046259,12.5,7.62533432,1936,1792,512,3381,29,90.57971015,14.70471346,267,101.3179246,7.9,80,23.4,7.1221216307125,17.7,44.8,26.46552865,35.36940003,99,6.560846561,2.904111727,70.73560768,23.28914833,0.194520321,50.41266297
"35","Michigan","Isabella","No",7.99072580645161,33.4,18,76,22.46204534,41.50943396,7.745200021,2153,1721,371,5098,45,82.69230769,8.021051743,252,49.68649515,9.1,78,17.5,5.918456817,8,77,15.96941388,35.52126398,92,3.673835125,2.946094043,47.33246111,11.74730834,0.748858177,51.34633372
"36","Michigan","Jackson","No",10.5133282442748,36.2,25,72,17.67287546,28.73563218,5.721645715,2203,1527,365,4374,51,80.60762767,9.770549672,476,61.11992837,11,85,28.5,6.423286446,12.3,167.9,7.354130815,37.74419816,103,8.682316857,2.971484053,55.96369552,13.37009951,0.434196836,48.92994088
"37","Michigan","Kalamazoo","Yes",12.6216589018303,31.4,19,78,22.14096251,24.65753425,5.5614101,1048,1480,263,3901,52,84.61206897,10.68502006,534,72.82647735,11.7,82,18.8,6.386987088,10.1,160.8,21.15238712,35.07563171,150,4.854114876,2.916956613,49.27818192,12.54739044,0.789900988,51.04730623
"38","Michigan","Kalkaska","No",1.94033333333333,34.4,28,74,18.88008233,17.64705882,8.222926267,3527,3565,2228,3934,36,78.16091954,7.939208348,368,73.24749642,7.4,81,43.1,7.1221216307125,14.9,54.3,22.0328776529143,35.60498508,61,16.47361647,2.869251745,63.5213495,14.68801443,0.223120063,48.68716338
"39","Michigan","Kent","Yes",11.5601665935993,29.6,20,91,22.14728092,28.06451613,6.352248774,1109,1391,287,4069,50,88.54913203,12.45771623,373,64.57624062,11.5,81,20.9,5.469227552,9,183.5,15.42771012,33.26315284,187,5.379498649,3.008980365,49.26292734,11.7824377,2.905174529,50.69701707
"40","Michigan","Lake","No",0,27.4,29,91,16.00442054,40,7.966248914,12013,1485,1485,5278,34,79.41176471,8.324315325,329,70.50124667,8.1,78,41.3,7.1221216307125,8.1,95.1,22.0328776529143,36.41614218,42,11.0378275771963,2.627251673,95.3271028,24.17650631,0.204063526,49.15411161
"41","Michigan","Lapeer","No",14.5332840909091,33.5,22,58,19.66326726,31.57894737,6.331059928,3149,1914,704,5701,44,90.60832444,9.753442058,187,63.25555243,10.3,87,54.5,4.322766571,11.1,61,18.90059045,35.88080674,42,12.73009537,3.07039093,47.81967213,15.6208913,0.794199719,49.29454265
"42","Michigan","Leelanau","No",0,27.7,15,59,18.64730524,15,8.52861575,2707,2176,1979,2677,56,91.24087591,16.16105647,78,67.83887351,7.5,75,25.7,7.1221216307125,9.7,31.5,22.0328776529143,30.26728317,32,11.0378275771963,3.270881539,41.70854271,13.63209778,0.727570589,50.61569564
"43","Michigan","Lenawee","Yes",1.55077165354331,39.9,28,71,19.87074067,22.80701754,5.930195831,3653,2184,439,3525,47,89.01482127,12.67452825,189,65.10984497,10.8,83,39.2,6.320417697,13,58.4,20.31192344,37.83933111,49,6.908686794,2.89247152815038,48.93114754,13.72112085,1.017265616,49.46064763
"44","Michigan","Livingston","Yes",11.0282021276596,27.6,22,89,20.21898286,29.21348315,4.05999874,2018,1663,542,3837,53,91.32791328,7.540165884,117,62.92371375,10.8,87,53.8,4.310702147,8.7,52.3,19.13962975,29.21941301,41,4.017175573,3.193074458,22.0557948,14.31976922,0.297918483,49.88233695
"45","Michigan","Luce","No",0,30.7,20,70,18.9087816,37.5,7.559175363,795,2094,698,3486,12,91.11111111,14.15539478,389,78.51758794,6.3,77,12.7,7.1221216307125,7.1,89.2,22.0328776529143,36.42188302,175,11.0378275771963,2.983416532,61.59754224,16.8593408920752,0.311067453,41.12685023
"46","Michigan","Mackinac","No",0,34.9,30,89,17.09302748,27.27272727,11.47455867,1339,1199,568,2577,23,90.52631579,16.80358477,274,92.16419974,7,67,29.9,7.1221216307125,15.8,83.9,22.0328776529143,35.9320394,64,11.0378275771963,2.871427297,52.28182546,23.37266293,0.633215005,48.93853713
"47","Michigan","Macomb","No",100.356734856008,32.1,25,95,21.77722632,27.54716981,6.394151893,1854,1160,536,6246,49,88.565356,5.646248745,293,85.32281618,11,87,44.4,5.923398977,11,142.3,40.01738423,36.5082,64,6.40260705,2.873825674,48.2223375,14.17215151,2.464230774,51.31870607
"48","Michigan","Manistee","No",0,30,22,90,18.29393427,25,7.506435759,1879,1363,791,3026,41,87.77777778,12.69087485,260,103.1020629,7.7,80,24,7.1221216307125,9.6,51.1,28.63844643,35.63017386,106,11.0378275771963,2.662929428,68.91346323,26.06842665,0.332268371,48.29582518
"49","Michigan","Marquette","No",13.1252941176471,35.7,20,84,21.82955301,33.33333333,5.695941568,937,1167,268,3397,51,87.85046729,15.93937025,193,73.27782165,6.6,80,16.7,7.1221216307125,9.8,58.8,18.55073626,33.22144352,154,7.247820673,3.047277374,40.13861868,19.97363944,0.578107327,49.8707078
"50","Michigan","Mason","No",0,28.3,25,85,17.69016122,28.57142857,6.351923597,1322,1940,331,4142,32,90.52631579,12.38262305,284,91.25096781,8.4,81,16.7,7.1221216307125,14.5,56.7,21.82678721,34.25822947,85,11.90661479,2.889410244,57.3006135,19.59406281,0.288637194,50.35395189
"51","Michigan","Mecosta","Yes",5.408,34,27,68,20.6134487,45,6.464208243,1972,1979,778,3894,33,85.7881137,11.29266438,587,58.2228178,8.9,79,28.7,7.327285415,6.8,47.9,9.219634749,36.69697459,62,5.801248699,2.946392805,58.14121038,15.34565708,0.092217342,49.82431967
"52","Michigan","Menominee","No",0,30.9,26,72,19.93069979,25,6.95726986,2881,1642,884,3356,32,85.83333333,10.4139547,222,80.63685962,7.9,80,25.2,7.1221216307125,14.4,49.3,14.42793248,32.71249066,43,11.0378275771963,2.984985613,55.46990809,20.97793389,0.162111046,49.1102119
"53","Michigan","Midland","No",10.1077575757576,38,21,83,20.93460896,40.90909091,5.005602737,1083,1460,418,3732,51,93.81107492,10.19050245,126,50.58241698,9.4,85,25.2,4.196743327,12.3,42.3,12.39593413,35.09548392,132,4.993160055,3.183124379,38.7792489,11.14398442,0.214325572,50.68442116
"54","Michigan","Missaukee","No",0.937875,37.3,23,67,18.72150224,16.66666667,7.558188743,7499,7557,5038,3667,51,91.17647059,10.66808908,210,63.8697058,7.3,78,23.1,7.1221216307125,14.1,217.902222222222,22.0328776529143,37.70181325,19,12.12976023,2.871489364,58.76010782,16.8593408920752,0.427594071,49.1695891
"55","Michigan","Monroe","No",6.1572853470437,37.5,28,79,19.78783828,46.36363636,4.993055048,3401,2351,607,5823,49,91.55807365,8.286056038,240,84.28076849,11,87,35.9,5.103969754,10.7,70.1,36.27897867,35.29181253,50,7.379102982,3.03540195,42.40792688,16.44087866,0.332300919,50.64378253
"56","Michigan","Montcalm","No",1.37410869565217,35.9,25,66,20.19540235,22.03389831,6.996734056,2444,2132,508,3878,31,87.23404255,12.58851298,377,81.24427022,10,83,44.8,4.844570044,12.7,92.5,19.42338786,33.23250696,100,10.99081365,2.854438077,58.84426306,17.18203437,0.362312763,48.26632066
"57","Michigan","Montmorency","No",0,35.7,21,72,17.22843346,80,7.399103139,1156,2316,772,4147,32,92.59259259,11.89189189,81,108.115121,7.2,84,40.3,7.1221216307125,19.9,72.6,22.0328776529143,33.00201217,140,11.0378275771963,2.824126942,63.13253012,24.57081481,0.134408602,49.03399892
"58","Michigan","Muskegon","No",9.43013623978202,35.5,24,77,19.75504711,14.28571429,5.507238064,1639,1484,476,3412,52,89.94285714,10.76612184,440,84.65933568,10.3,84,23.3,7.939223872,12.3,129.7,24.39075917,37.30788022,130,7.290217895,2.826990701,61.55971642,16.34214699,0.334960932,50.31914649
"59","Michigan","Newaygo","No",0,34.7,26,79,18.9041106,21.95121951,7.244388059,2539,1746,537,3490,33,84.80565371,13.88831309,306,84.67541093,9.6,79,42.3,5.514705882,9.9,69.6,11.71831918,36.14547667,87,7.613535174,2.747147539,62.58512485,16.26694456,0.778098618,49.80364886
"60","Michigan","Oakland","No",136.305668174767,24.7,19,94,20.07042342,25.82582583,4.921746964,717,929,291,5392,50,90.48546491,8.050615748,178,54.66638029,11.1,86,42.3,5.949598402,8.8,183.8,13.55884526,32.30429587,129,5.133227572,3.111510279,32.93871372,12.02397935,1.868834853,50.99320919
"61","Michigan","Oceana","No",0.943464285714286,30.7,26,89,18.65353439,38.46153846,9.186186911,1763,3328,2958,3179,33,83.40807175,9.454655472,469,70.76548471,9,78,29.2,7.1221216307125,14.1,31.9,16.43613928,36.95638428,71,11.0378275771963,2.800995363,74.67675812,17.12265296,2.896512936,49.32957747
"62","Michigan","Ogemaw","No",0,38.7,31,68,18.25757697,30.43478261,7.335882315,2623,2619,1232,5062,34,90.71428571,11.43892093,399,113.5355347,7.9,82,24.3,7.1221216307125,16.6,49.4,23.87128603,35.39318137,114,11.0378275771963,3.100059041,56.95852535,26.81752208,0.185,50.17659412
"63","Michigan","Osceola","No",0,40.3,20,50,17.94535475,54.54545455,8.033486722,3323,11671,729,4513,34,86.36363636,15.90713672,286,79.35275751,8.2,79,31.3,7.1221216307125,11.1,71.8,21.51740758,36.23021237,72,13.78737542,2.764757907,62.00777832,18.24249299,0.341561162,49.56514288
"64","Michigan","Oscoda","No",1.6554,38.7,28,91,17.30792212,57.14285714,8.995327103,4144,4138,2069,4024,25,89.83050848,13.27380234,267,115.8049651,7.4,81,27.9,7.1221216307125,19.3,217.902222222222,22.0328776529143,34.63649324,48,21.28279883,2.82720933,72.53012048,46.62869414,0.419740524,48.74335428
"65","Michigan","Otsego","No",2.26363917525773,27.4,26,89,20.05892478,22.72727273,6.035153212,1291,1451,404,4058,34,86.08058608,11.00334176,256,76.17705842,7.2,81,19.3,7.1221216307125,12,82,33.9337342,34.22712838,133,11.0378275771963,3.048306786,51.58943966,18.81203308,0.082286704,50.42367728
"66","Michigan","Ottawa","Yes",13.908881443299,27.2,21,89,21.78830561,30.08849558,5.155142516,1499,1761,571,3286,53,92.52217998,11.62778517,243,54.75584545,11.4,83,23.9,4.917619368,8,51.7,13.6184755,32.23592522,55,2.837493387,3.366013456,36.20455243,9.433605238,1.828051169,50.57935792
"67","Michigan","Presque Isle","No",0,33.3,26,72,16.49442141,57.14285714,7.572129091,6396,3185,6369,3629,40,93.85964912,17.98139317,93,88.87364351,7.2,80,35.9,7.1221216307125,15.2,217.902222222222,22.0328776529143,32.14783635,86,8.0078125,3.099715543,61.42958245,23.19524755,0.690607735,50.27476841
"68","Michigan","Roscommon","No",0,34.2,33,99,15.71424042,35.29411765,7.475405727,2390,2388,1327,3924,35,81.1827957,12.9734254,312,87.98980994,7.7,78,26.7,7.1221216307125,13.9,65.6,32.17728284,35.05253752,104,11.0378275771963,2.600881231,72.29869236,22.00178355,0.290975419,49.93719645
"69","Michigan","Saginaw","Yes",20.2795614702155,37.3,26,71,19.02485918,31.57894737,6.080125897,1215,1353,378,6526,47,84.86809358,12.03538716,634,83.35245007,10,83,24.1,8.202057024,10.6,151.4,22.60633673,38.21241393,127,9.939404902,2.836074103,57.89434853,12.20836326,0.726710603,51.42872117
"70","Michigan","St. Clair","No",5.59135135135135,33.5,26,73,20.23280409,18.3908046,5.924157802,2097,1732,410,5988,46,91.68886521,9.099466583,319,87.19324202,11,84,42.3,5.424954792,9.9,217.902222222222,41.60794858,32.0767478,72,8.18378516,3.064242024,44.97394205,16.8469201,0.322180263,50.29089289
"71","Michigan","St. Joseph","Yes",0,33.5,32,59,20.69456785,27.27272727,8.150552375,3386,3052,587,4508,43,92.35127479,12.79800482,301,82.34719019,12.6,76,29.9,6.239971474,14.2,217.902222222222,15.86060172,36.33389863,50,9.347496206,2.938542995,58.10368987,19.42639436,1.492983505,50.12368331
"72","Michigan","Sanilac","Yes",5.70775,32.6,27,39,18.35476022,28.125,7.488604298,3439,3432,654,5439,40,87.11656442,9.69250527,264,69.10816636,9.8,79,37.8,7.1221216307125,12.8,56.9,18.5693525,35.02783485,58,10.24457776,3.083977575,57.43318931,13.11226449,0.571006143,50.10927104
"73","Michigan","Schoolcraft","No",11.1740896358543,28.9,26,75,16.95318081,20,8.405945669,1150,1614,448,3168,12,96.77419355,6.211951795,346.841379310345,69.20073155,6.6,78,20.6,7.1221216307125,16.8,217.902222222222,22.0328776529143,34.88347661,99,11.0378275771963,3.106388395,64.79400749,16.8593408920752,0.025829782,50.66931086
"74","Michigan","Shiawassee","No",0.936876923076923,38.1,29,69,19.69745103,42.85714286,5.703374106,2139,2435,656,4251,51,89.0052356,11.68804605,264,75.85836659,10.3,82,42,5.426045016,12.1,68.4,22.41802799,37.71226537,63,9.533678757,2.89247152815038,48.50052613,18.4424945,0.092455621,50.57191459
"75","Michigan","Tuscola","No",6.75559701492537,30.6,30,60,19.20093027,39.58333333,5.954692557,3104,2918,375,5184,41,85.66666667,12.50852854,273,78.83030838,9.7,81,41.6,7.1221216307125,7.6,21.9,14.50024587,36.06334432,72,9.00233827,2.843333693,58.67567568,16.15504352,0.286822012,49.75816894
"76","Michigan","Van Buren","Yes",3.42145454545455,33.6,28,65,18.56659195,38.02816901,8.226024387,1983,2515,786,2884,40,83.66071429,9.820445105,348,77.06617061,11.8,80,33,5.757236527,15.2,81.4,20.35182105,34.94197569,63,9.251533742,2.89247152815038,53.48837209,17.31960772,1.834200701,50.36183862
"77","Michigan","Washtenaw","No",25.0785456852792,24.5,15,90,21.05283623,30.20134228,4.587450684,578,565,189,3603,56,91.23563218,10.03734764,303,55.85323792,11,72,33.8,5.207529702,6.9,171.9,20.4840211,30.52173269,305,3.366899575,3.082457122,32.60043018,9.953165488,1.535616289,50.37699178
"78","Michigan","Wayne","No",204.349546556017,34.7,27,95,17.38792943,26.96629214,6.806399381,1426,1438,339,7684,44,86.48112564,7.259285955,1016,95.01180615,11.4,81,36.1,9.56519021,11.7,457.1,41.94507193,41.50718314,83,10.2481592,2.565833372,65.1683593,12.00051061,2.597348945,51.84375558
"79","Michigan","Wexford","No",6.02018181818182,36.3,30,89,19.59350376,16.21621622,6.846853592,1147,1339,413,3455,46,81.92771084,12.32119245,419,85.64845531,7.7,80,26.2,7.818052594,13.3,61.8,17.01616536,35.09986997,95,7.459677419,3.183910057,62.29195562,19.27427566,0.212089077,49.90139246
"80","Louisiana","Acadia","Yes",4.52794736842105,38,35,43,20,27,11,2721,2392,1382,7073,48,91,8,443,78,9.4,84,37,5,11,220,11,32,91.8354430379747,16,3,46,16,1,51.2
"81","Louisiana","Allen","Yes",2.5661,37,41,73,21,23,9,5124,3658,985,7589,37,92,10.5,124,87,9.2,86,36,7.1221216307125,19,814,14,36,91.8354430379747,14,3.3,50,16,2,43.3
"82","Louisiana","Ascension","Yes",8.36898992805755,33,31,73,24,33,7,2509,3197,982,4112,46,88,5.7,337,69,10,87,51,6,13,240,25,38,91.8354430379747,9,3.1,34,15,1,50.6
"83","Louisiana","Assumption","No",1.09585087719298,42,34,35,19,30,10,7509,7433,3717,5806,46,90,5.3,319,80,9.3,86,50,7.1221216307125,16,141,19,36,91.8354430379747,11.0378275771963,2.8,70,11,1,51.5
"84","Louisiana","Avoyelles","No",3.81565333333333,45,36,24,19,39,10,3725,4046,586,6979,37,79,10,584,101,9.2,86,38,8,13,495,18,38,91.8354430379747,22,2.6,58,21,0,49.6
"85","Louisiana","Beauregard","Yes",3.19730434782609,36,28,15,20,32,10,2462,4139,1380,7519,42,95,13.8,109,76,9.4,83,49,7.1221216307125,14,151,22.0328776529143,34,91.8354430379747,16,2.9,52,12,0,49.3
"86","Louisiana","Bienville","Yes",3.50461538461538,45,26,21,16,18,9,6819,4436,283,6227,40,90,16.1,410,69,9.7,86,55,7.1221216307125,24,286,22.0328776529143,37,91.8354430379747,11.0378275771963,2.8,64,16.8593408920752,0,52.1
"87","Louisiana","Bossier","Yes",8.48958653846154,31,27,76,20,21,9,2321,1843,445,5801,48,83,7.4,480,58,10.3,87,23,6,12,205,11,37,91.8354430379747,14,3,38,14,1,50.5
"88","Louisiana","Caddo","Yes",18.715021529745,40,31,85,17,39,9,874,1285,148,6451,44,74,12.1,688,83,10.3,86,19,11,13,560,12,36,91.8354430379747,12,2.7,53,14,0,52.7
