State,County,Population,Deaths,Premature_Death_Rate,Self_Reported_Poor_health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,Low_Birthweight_percentage,Percentage_Smokers,Percentage_Adults_with_Obesity,Food Environment Index,Percentage_Physically_Inactive,Percentage__With Access to Exercise Opportunities,Percentage_Excessive Drinking,Percentage_Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Percentage_Uninsured,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,Percentage_With Annual Mammogram,Percentage_Vaccinated,High School Graduation Rate,Percentage_Some College,Percentage_Unemployed,Percentage_Children in Poverty,Percentage_Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,Percentage_ Severe Housing Problems,Percentage_ Drive Alone to Work,Percentage_Long Commute - Drives Alone,CalField_1,CalField_2,CalField_3,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,Percentage_Frequent Physical Distress,Percentage_Frequent Mental Distress,Percentage_Adults with Diabetes,HIV Prevalence Rate,Percentage_Food Insecure,Percentage_ Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,Percentage_Insufficient Sleep,Other Primary Care Provider Rate,Percentage_Disconnected Youth,Average Grade Performance,Median Household Income,Percentage_ Enrolled in Free or Reduced Lunch,Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,Percentage_Homeowners,Percentage_Housing Cost Burden,Percentage_less than 18 years of age,Percentage_ 65 and over,Percentage_ Not Proficient in English,Percentage_Female,Percentage_Rural,Health_Outcomes_Z-Score,Health_Outcomes_Rank,Health_Factor_Z-Score,Health_Factor_Rank,Length of Life_Z-Score,Length of Life_Rank,Quality of Life_Z-Score,Quality of Life_Rank,Health Behaviors_Z-Score,Health Behaviors_Rank,Clinical Care_Z-Score,Clinical Care_Rank,Social & Economic Factors_Z-Score,Social & Economic Factors_Rank,Physical Environment_Z-Score,Physical Environment_Rank
Michigan,Ionia,64176,754,6015,13.96661824,3.927439387,4.231440143,7.148514852,18.16754544,34.8,8.4,26,75,22.14855659,32.25806452,328.2,25.31459269,5.843075134,3384,2378,713,4928,43,32,84.14414414,56.71029616,3.443009396,12.4,27,8.554852157,247,67.23735409,10.6,Yes,12.91769455,83,44,3384:01:00,2378:01:00,713:01:00,78.52360093,328.7714423,39.59305228,4.74871389,11.60256341,12.94246484,12.7,109.6,11,2.78113194,17.6409852,12.91000392,36.07677082,60.7382,10.1369065,2.912984704,61667,49.52775858,2.225862744,18.06931472,9.338521401,50.85722085,77.08898416,10.48739196,22.23485438,14.75938327,0.34877186,46.36193739,60.53829904,-0.697286093,18,0.042121406,40,-0.49649187,14,-0.200794223,25,0.087507468,58,0.067351799,58,-0.192924032,18,0.080186171,74
Michigan,Iosco,25247,517,10248,15.03305334,4.166964847,4.315867654,6.702898551,16.97238186,30.5,7.3,28,90,16.69046259,12.5,218.6,39.25369518,7.62533432,1936,1792,512,3381,46,29,90.57971015,54.23051299,6.371576022,27.5,39,14.70471346,267,101.3179246,7.9,No,11.49325207,80,23.4,1936:01:00,1792:01:00,512:01:00,75.63775028,459.999796,65.2664056,NA,12.30140458,13.61047871,17.7,44.8,13.7,9.905510044,26.46552865,13.550059,35.36940003,99.67705,6.560846561,2.904111727,41256,70.73560768,NA,23.28914833,12.66474057,72.83949766,79.62342017,9.994707128,16.38291934,29.58813444,0.194520321,50.41266297,58.9060146,0.709118846,67,0.078896088,45,0.807602665,76,-0.098483819,34,-0.076183816,26,0.027829264,47,0.188138531,64,-0.06088789,14
Michigan,Isabella,70775,678,6660,18.59236515,4.515547258,4.734635143,7.306935025,19.92928351,33.4,7.3,18,76,22.46204534,41.50943396,416.5,9.106595092,7.745200021,2153,1721,371,5098,44,45,82.69230769,66.82679653,3.914754287,16.8,36,8.021051743,252,49.68649515,9.1,No,21.24645892,78,17.5,2153:01:00,1721:01:00,371:01:00,78.61158418,339.875134,61.2257393,5.918456817,13.94266749,15.15714491,8,77,16.4,3.690413942,15.96941388,10.09542193,35.52126398,92.11757,3.673835125,2.946094043,47056,47.33246111,NA,11.74730834,6.493121526,80.95203781,61.78633131,18.58654006,17.21323092,12.62577591,0.748858177,51.34633372,46.58872723,0.207515267,54,0.195767524,57,-0.297885009,27,0.505400275,73,0.145085992,68,0.074606427,62,-0.05249373,34,0.028568835,58
Michigan,Jackson,158913,2396,8496,15.83056896,3.90689455,4.486293042,8.616651861,19.32563761,36.2,7.4,25,72,17.67287546,28.73563218,530.8,27.04155234,5.721645715,2203,1527,365,4374,45,51,80.60762767,61.59155928,3.944481092,19.9,38,9.770549672,476,61.11992837,11,No,14.71918428,85,28.5,2203:01:00,1527:01:00,365:01:00,76.62947304,408.8418574,60.84619675,6.423286446,11.57762777,13.75254305,12.3,167.9,13,10.04720258,7.354130815,10.48541184,37.74419816,103.2596,8.682316857,2.971484053,52047,55.96369552,4.749801942,13.37009951,11.9473111,211.7280563,73.39049533,11.89684966,21.44966409,17.80724454,0.434196836,48.92994088,41.82329889,0.526747868,64,0.178991123,53,0.267637082,61,0.259110786,65,0.165394414,73,-0.061485065,24,0.034264937,43,0.040816837,61
Michigan,Kalamazoo,261573,2833,6792,14.62162959,3.982580687,4.324788239,7.621225984,18.00141065,31.4,7.3,19,78,22.14096251,24.65753425,857.1,20.8589334,5.5614101,1048,1480,263,3901,45,52,84.61206897,78.13031249,3.414204657,16.5,35,10.68502006,534,72.82647735,11.7,Yes,14.91288513,82,18.8,1048:01:00,1480:01:00,263:01:00,78.96654384,334.5750295,59.07088068,6.386987088,11.89180339,13.54057007,10.1,160.8,14,9.281965174,21.15238712,11.42923081,35.07563171,150.26239,4.854114876,2.916956613,55881,49.27818192,4.450806228,12.54739044,8.788084885,430.6741106,63.83098756,12.10511685,21.63740703,14.96205686,0.789900988,51.04730623,17.54716755,-0.28048483,26,-0.124471817,29,-0.257046843,28,-0.023437986,36,0.092004078,59,-0.14868592,10,-0.152812699,23,0.085022723,76
Michigan,Kalkaska,17463,298,8161,15.70547822,4.187089545,4.398141454,6.904955321,18.62356365,34.4,7.9,28,74,18.88008233,17.64705882,232.5,27.8647464,8.222926267,3527,3565,2228,3934,36,36,78.16091954,52.8686462,5.859774821,21.8,33,7.939208348,368,73.24749642,7.4,No,14.08250356,81,43.1,3527:01:00,3565:01:00,2228:01:00,76.5577156,410.2235766,NA,NA,12.52148646,13.863173,14.9,54.3,13.9,2.559441533,NA,18.90359168,35.60498508,61.71454,16.47361647,2.869251745,46068,63.5213495,NA,14.68801443,11.44492132,79.22636379,80.73959938,11.52896762,20.99977558,20.34896768,0.223120063,48.68716338,84.44586953,0.180916376,52,0.441337509,74,0.164651929,56,0.016264447,43,0.061492781,51,0.166317731,80,0.22833299,69,-0.014805992,39
Michigan,Kent,643140,6023,5784,13.09800215,3.798426742,3.898378819,7.93123562,15.05200548,29.6,8.1,20,91,22.14728092,28.06451613,629.8,22.88450582,6.352248774,1109,1391,287,4069,45,50,88.54913203,70.73727179,2.968514907,14.6,32,12.45771623,373,64.57624062,11.5,Yes,13.93827003,81,20.9,1109:01:00,1391:01:00,287:01:00,79.94048625,290.0467214,48.30544194,5.469227552,11.45922375,12.50702844,9,183.5,11.3,5.284038419,15.42771012,9.423521154,33.26315284,187.52313,5.379498649,3.008980365,61675,49.26292734,3.058708537,11.7824377,6.666336465,614.5355194,69.05357053,11.3686859,24.13771479,13.65829186,2.905174529,50.69701707,15.67533213,-0.866005538,12,-0.468529044,13,-0.567752969,10,-0.298252569,18,-0.150470604,12,-0.098329467,17,-0.290055167,12,0.070326195,68
Michigan,Lake,11763,249,7965,19.26249243,4.759722095,4.921727013,9.985935302,20.4403238,27.4,6.8,29,91,16.00442054,40,283,40.81632653,7.966248914,12013,1485,1485,5278,39,34,79.41176471,38.74574623,6.873977087,36.4,29,8.324315325,329,70.50124667,8.1,No,18.0887372,78,41.3,12013:1,1485:01:00,1485:01:00,77.04530117,414.9143542,NA,NA,14.64208228,15.7675937,8.1,95.1,16.9,8.286252188,NA,NA,36.41614218,42.084,NA,2.627251673,36044,95.3271028,NA,24.17650631,NA,23.08836595,84.10449413,16.52295502,16.18550627,28.62553657,0.204063526,49.15411161,100,1.274423996,79,0.899829411,82,0.104311577,52,1.17011242,83,0.151141072,70,0.203665706,82,0.533901592,83,0.011121041,50
Michigan,Lapeer,88202,1215,6516,13.90083968,3.804312159,4.187821561,6.938483548,16.3859935,33.5,8.6,22,58,19.66326726,31.57894737,178.1,15.13632719,6.331059928,3149,1914,704,5701,42,44,90.60832444,61.17567356,5.165703788,13.9,26,9.753442058,187,63.25555243,10.3,No,13.84521447,87,54.5,3149:01:00,1914:01:00,704:01:00,78.16881306,343.6863204,28.06998784,4.322766571,11.16385579,12.74407841,11.1,61,10,2.569364524,18.90059045,11.17173712,35.88080674,42.03208,12.73009537,3.07039093,65209,47.81967213,NA,15.6208913,13.14989979,46.90289224,83.52641056,11.46787585,20.64683964,18.13400282,0.794199719,49.29454265,77.34802251,-0.643915085,20,-0.16173425,24,-0.342131582,23,-0.301783503,17,-0.13792151,14,0.088785959,64,-0.173421753,21,0.060823054,65
Michigan,Leelanau,21639,225,4657,11.54902595,3.451805279,3.795044933,5.821025196,13.57926846,27.7,9,15,59,18.64730524,15,157,12.73388773,8.52861575,2707,2176,1979,2677,53,56,91.24087591,73.84823848,4.224817241,10.6,25,16.16105647,78,67.83887351,7.5,No,13.74513077,75,25.7,2707:01:00,2176:01:00,1979:01:00,82.83151761,212.9974084,NA,NA,10.27006157,11.87719627,9.7,31.5,8.7,0.555098994,NA,11.80823428,30.26728317,32.16321,NA,3.270881539,67349,41.70854271,NA,13.63209778,NA,7.581695021,87.62019231,11.16949911,16.05862893,30.92721926,0.727570589,50.61569564,91.26128616,-1.830428719,1,-1.015506866,2,-0.914665121,3,-0.915763598,1,-0.465392267,3,-0.052630179,27,-0.430761504,4,-0.066722915,11
Michigan,Lenawee,98474,1354,6870,14.360185,3.990087468,4.158937125,7.059309206,17.11459065,39.9,8,28,71,19.87074067,22.80701754,308.2,23.82417582,5.930195831,3653,2184,439,3525,46,47,89.01482127,60.21152922,4.084675015,14,37,12.67452825,189,65.10984497,10.8,Yes,13.45925241,83,39.2,3653:01:00,2184:01:00,439:01:00,78.08286947,354.0134073,41.54845143,6.320417697,11.85151039,12.88992524,13,58.4,10.9,7.693844041,20.31192344,14.46784377,37.83933111,49.86465,6.908686794,NA,55762,48.93114754,2.170176566,13.72112085,9.330382769,50.86311638,77.38475224,11.26775663,21.07850121,18.97400932,1.017265616,49.46064763,51.82196773,-0.435040077,22,-0.106778577,31,-0.23305291,30,-0.201987167,24,0.063783046,53,-0.0578775,25,-0.19813181,17,0.085447687,77
Michigan,Livingston,188482,1896,5202,10.55743449,3.422847403,4.062124594,6.033630069,13.75293633,27.6,8.9,22,89,20.21898286,29.21348315,198.8,6.461378578,4.05999874,2018,1663,542,3837,46,53,91.32791328,75.06385234,3.291336285,5.5,19,7.540165884,117,62.92371375,10.8,Yes,10.41353114,87,53.8,2018:01:00,1663:01:00,542:01:00,80.73302762,257.2757532,32.6041673,4.310702147,9.877803349,11.6481682,8.7,52.3,7.4,5.053904919,19.13962975,9.620582549,29.21941301,41.83575,4.017175573,3.193074458,84048,22.0557948,0.916245957,14.31976922,8.701086893,187.7312424,85.22337735,9.660313885,21.24001171,17.21541229,0.297918483,49.88233695,36.90507109,-1.582116437,4,-0.9843519,4,-0.747040187,5,-0.835076251,2,-0.410936233,4,-0.155416964,8,-0.509351366,3,0.091352662,81
Michigan,Luce,6364,NA,,17.86690368,4.385813693,4.458170133,8.563535912,19.91970698,30.7,7.5,20,70,18.9087816,37.5,283.1,28.74132805,7.559175363,795,2094,698,3486,53,12,91.11111111,55.2404439,6.206040546,26.8,23,14.15539478,389,78.51758794,6.3,No,13.39092873,77,12.7,795:01:00,2094:01:00,698:01:00,78.90803504,326.9459593,NA,NA,13.15771979,13.80279773,7.1,89.2,14.8,4.301204058,NA,NA,36.42188302,175.0756,NA,2.983416532,43196,61.59754224,NA,NA,NA,23.98564758,81.14155251,10.27686532,16.50485437,20.56342512,0.311067453,41.12685023,51.36480169,0.521449665,63,0.049199835,41,0,43,0.521449665,75,0.103870991,63,-0.031468769,31,0.064417002,51,-0.087619389,3
Michigan,Mackinac,10817,189,9530,17.59151477,4.455691267,4.683417379,7.008547009,18.78896244,34.9,6.6,30,89,17.09302748,27.27272727,168,17.515052,11.47455867,1339,1199,568,2577,47,23,90.52631579,57.12856428,9.651004094,20.8,36,16.80358477,274,92.16419974,7,No,15.39196941,67,29.9,1339:01:00,1199:01:00,568:01:00,77.55468532,410.3153815,NA,NA,13.22117641,14.4582001,15.8,83.9,15.6,13.38899939,NA,13.08061584,35.9320394,64.89293,NA,2.871427297,46645,52.28182546,NA,23.37266293,18.43283995,85.95295745,73.92127176,12.8685259,15.74116993,28.04301474,0.633215005,48.93853713,77.22487177,0.94041913,74,0.373061604,69,0.586205686,71,0.354213443,69,0.066918932,54,0.094796291,68,0.296032561,77,-0.08468618,5
Michigan,Macomb,868704,11677,7698,16.1560361,3.988557226,4.380921862,8.683947389,18.55809616,32.1,8,25,95,21.77722632,27.54716981,401,13.75436734,6.394151893,1854,1160,536,6246,41,49,88.565356,67.93116041,4.049088293,16,31,5.646248745,293,85.32281618,11,No,14.16958055,87,44.4,1854:01:00,1160:01:00,536:01:00,77.90207185,372.0956519,51.24563202,5.923398977,12.13362418,13.12003271,11,142.3,12.1,5.161526186,40.01738423,7.118064522,36.5082,64.01763,6.40260705,2.873825674,62191,48.2223375,4.105302329,14.17215151,9.680060182,798.9074305,72.98103565,12.33635269,21.03539375,16.99165142,2.464230774,51.31870607,2.805305252,0.295871683,56,0.057684429,42,0.021818482,47,0.274053202,66,0.034015514,46,0.07089528,60,-0.1110808,28,0.063854435,66
Michigan,Manistee,24444,419,8340,13.88721355,3.867370522,4.215027042,7.1682044,16.13663451,30,8,22,90,18.29393427,25,204.7,33.11258278,7.506435759,1879,1363,791,3026,45,41,87.77777778,58.54620976,5.739429883,21.9,31,12.69087485,260,103.1020629,7.7,No,12.73182957,80,24,1879:01:00,1363:01:00,791:01:00,77.39758692,390.4815901,NA,NA,11.55636739,12.95713241,9.6,51.1,12.7,3.430297115,28.63844643,14.00797287,35.63017386,106.0013,NA,2.662929428,47401,68.91346323,NA,26.06842665,12.2740551,103.1594362,82.47315191,11.462026,17.38421396,25.75831703,0.332268371,48.29582518,61.16120163,-0.01003426,39,-0.150779687,26,0.219578418,59,-0.229612677,22,-0.16116591,8,-0.019440561,33,0.08119974,54,-0.051372956,18
Michigan,Marquette,66939,853,6543,14.88526321,4.144720364,4.312574354,6.831162897,17.3155782,35.7,7.8,20,84,21.82955301,33.33333333,400,10.62723807,5.695941568,937,1167,268,3397,51,51,87.85046729,70.98455986,4.8824872,14.8,28,15.93937025,193,73.27782165,6.6,No,14.01407112,80,16.7,937:01:00,1167:01:00,268:01:00,78.7384684,337.2275395,45.72663785,NA,12.08179402,13.31348023,9.8,58.8,13.6,4.239713953,18.55073626,8.298755187,33.22144352,154.84996,7.247820673,3.047277374,54093,40.13861868,NA,19.97363944,12.56191228,105.315931,69.33175591,12.93577619,18.10692164,19.12171508,0.578107327,49.8707078,41.48963132,-0.427579302,23,-0.480842878,12,-0.333722363,24,-0.093856939,35,-0.002584647,37,-0.216984699,2,-0.202448678,16,-0.058824854,15
Michigan,Mason,28884,380,7346,15.49765663,4.15302142,4.424246012,7.604373758,17.64429208,28.3,8.1,25,85,17.69016122,28.57142857,199.5,26.8242356,6.351923597,1322,1940,331,4142,54,32,90.52631579,65.4578877,4.886158294,18.6,34,12.38262305,284,91.25096781,8.4,No,14.87263763,81,16.7,1322:01:00,1940:01:00,331:01:00,78.51865036,327.6713942,NA,NA,12.49877903,13.78672679,14.5,56.7,12.5,2.543785849,21.82678721,17.82698907,34.25822947,85.91065,11.90661479,2.889410244,51083,57.3006135,NA,19.59406281,10.36942816,89.71755052,78.2005778,11.75671084,20.2371134,23.55326461,0.288637194,50.35395189,62.68942693,0.037954553,45,-0.277707527,17,-0.086466875,36,0.124421429,55,-0.110541947,20,-0.078352237,21,-0.065016547,32,-0.023796795,32
Michigan,Mecosta,43264,520,6056,16.30559346,4.330232903,4.445875597,6.833159903,18.83352994,34,7,27,68,20.6134487,45,357.2,15.54684332,6.464208243,1972,1979,778,3894,43,33,85.7881137,59.22150139,4.956362461,20.7,34,11.29266438,587,58.2228178,8.9,Yes,16.38763683,79,28.7,1972:01:00,1979:01:00,778:01:00,78.89127456,326.6884986,43.52827784,7.327285415,13.17354704,14.36660703,6.8,47.9,15,10.49846186,9.219634749,10.23656369,36.69697459,62.00482,5.801248699,2.946392805,45804,58.14121038,NA,15.34565708,11.55214639,152.078256,73.29423635,13.75467121,18.35572396,18.31438742,0.092217342,49.82431967,66.72508061,-0.376003257,24,0.287136382,63,-0.483816456,16,0.107813199,53,0.140356378,67,0.022173938,45,0.071176446,53,0.053429621,63
Michigan,Menominee,23234,352,5758,14.36257559,4.088974207,4.282836618,4.925053533,17.39027041,30.9,7.3,26,72,19.93069979,25,212.6,23.7632318,6.95726986,2881,1642,884,3356,48,32,85.83333333,59.75292588,4.047554225,17.3,35,10.4139547,222,80.63685962,7.9,No,11.24232404,80,25.2,2881:01:00,1642:01:00,884:01:00,79.75740007,327.6616157,NA,NA,11.98031151,13.20276433,14.4,49.3,11.7,14.19407421,14.42793248,11.57280513,32.71249066,43.51042,NA,2.984985613,46486,55.46990809,NA,20.97793389,15.44110078,170.5460408,78.42475387,8.166216737,18.19170691,24.59208981,0.162111046,49.1102119,64.33476216,-1.061037573,9,-0.166202383,23,-0.575479281,9,-0.485558292,11,-0.031333174,32,0.001571008,40,-0.073940128,29,-0.062500089,13
Michigan,Midland,83389,894,5664,13.18834648,3.606864338,3.816898452,7.105661011,15.45459736,38,8.1,21,83,20.93460896,40.90909091,269.7,12.98146269,5.005602737,1083,1460,418,3732,45,51,93.81107492,72.60473772,3.984142228,13.5,25,10.19050245,126,50.58241698,9.4,No,10.93171382,85,25.2,1083:01:00,1460:01:00,418:01:00,80.42841537,292.0439645,27.82376428,4.196743327,10.68040974,12.08093376,12.3,42.3,10.9,6.063310329,12.39593413,10.25847949,35.09548392,132.19724,4.993160055,3.183124379,58057,38.7792489,NA,11.14398442,8.630175408,122.6053254,75.61513361,9.374062294,21.24649978,18.35859102,0.214325572,50.68442116,42.78061438,-1.140994002,8,-0.620518112,10,-0.604682708,8,-0.536311294,9,-0.097015955,23,-0.158977558,6,-0.34947905,7,-0.015045549,38
Michigan,Missaukee,15006,199,6190,16.63547898,4.287226947,4.531108634,5.951448708,17.98887075,37.3,8.2,23,67,18.72150224,16.66666667,233.4,29.96378005,7.558188743,7499,7557,5038,3667,49,51,91.17647059,51.34451123,5.023347955,21.1,31,10.66808908,210,63.8697058,7.3,No,14.97005988,78,23.1,7499:01:00,7557:01:00,5038:01:00,79.07042009,323.638512,NA,NA,12.5847481,13.85352746,14.1,NA,12.4,2.48101008,NA,15.20406709,37.70181325,19.85046,12.12976023,2.871489364,48413,58.76010782,NA,NA,NA,10.0835577,81.38377302,11.75666439,22.98683253,20.50552505,0.427594071,49.1695891,100,-0.447836335,21,-0.024358962,36,-0.442417838,19,-0.005418498,40,0.03179423,45,0.028034241,48,-0.035964868,37,-0.048222565,22
Michigan,Monroe,149699,2121,8231,13.67509734,3.864872306,3.9797511,7.176760965,16.60699646,37.5,8.2,28,79,19.78783828,46.36363636,236.6,18.41186476,4.993055048,3401,2351,607,5823,40,49,91.55807365,63.57534207,4.182670098,13.5,28,8.286056038,240,84.28076849,11,No,11.77475861,87,35.9,3401:01:00,2351:01:00,607:01:00,77.73980742,381.9307982,41.43932592,5.103969754,11.24013102,12.29928635,10.7,70.1,10.5,5.516679844,36.27897867,15.23647002,35.29181253,50.51881,7.379102982,3.03540195,62522,42.40792688,1.523647002,16.44087866,9.082555083,95.11278121,80.08400951,10.5155349,21.39937117,18.12163069,0.332300919,50.64378253,37.55599555,-0.152800361,32,-0.109414734,30,0.186066959,58,-0.33886732,15,0.001533679,39,0.044168241,53,-0.186447914,19,0.031331259,59
Michigan,Montcalm,63209,889,7647,15.86811844,4.163103964,4.367244185,6.954626511,19.66211771,35.9,8,25,66,20.19540235,22.03389831,295.8,28.54560518,6.996734056,2444,2132,508,3878,45,31,87.23404255,53.96908567,4.228418909,19.9,35,12.58851298,377,81.24427022,10,No,14.05335068,83,44.8,2444:01:00,2132:01:00,508:01:00,77.83561493,379.0495651,52.41822757,4.844570044,12.49106578,13.69160923,12.7,92.5,12.7,3.766998914,19.42338786,18.52973344,33.23250696,100.05003,10.99081365,2.854438077,50396,58.84426306,NA,17.18203437,12.32889704,23.49522637,78.19115357,11.14060664,22.23142821,17.50093797,0.362312763,48.26632066,84.61842064,0.019415535,42,0.214626151,59,0.006364649,45,0.013050885,42,0.158787037,71,0.038907185,51,-0.011169267,39,0.028101196,57
Michigan,Montmorency,9261,222,10297,14.50880831,4.030246512,4.340643551,7.581967213,16.62248436,35.7,7.9,21,72,17.22843346,80,173,27.95248078,7.399103139,1156,2316,772,4147,42,32,92.59259259,47.25274725,8.626934475,32.2,35,11.89189189,81,108.115121,7.2,No,12.5,84,40.3,1156:01:00,2316:01:00,772:01:00,75.59201306,491.1138591,NA,NA,12.04168885,13.57452545,19.9,72.6,14.4,1.078585911,NA,18.44082799,33.00201217,140.31301,NA,2.824126942,40650,63.13253012,NA,24.57081481,NA,12.90897714,85.93563766,11.58206013,15.00269833,32.29357798,0.134408602,49.03399892,100,0.809046193,70,0.424996195,73,0.822631768,77,-0.013585575,38,-0.00058984,38,0.048663464,55,0.399167624,80,-0.022245053,33
Michigan,Muskegon,173043,2507,8557,16.1215318,4.235009687,4.427024837,9.75209998,19.7675499,35.5,6.5,24,77,19.75504711,14.28571429,796.8,32.27979275,5.507238064,1639,1484,476,3412,49,52,89.94285714,59.06611339,4.548826027,21.9,40,10.76612184,440,84.65933568,10.3,No,14.88099823,84,23.3,1639:01:00,1484:01:00,476:01:00,77.01248032,404.5450174,62.38380245,7.939223872,12.79818656,13.86136097,12.3,129.7,14.5,16.95999555,24.39075917,11.43318258,37.30788022,130.76941,7.290217895,2.826990701,49960,61.55971642,6.130837033,16.34214699,12.9356693,225.4582991,74.54548225,11.35679809,23.09030578,17.00808812,0.334960932,50.31914649,23.31463284,0.848181516,71,0.195374998,56,0.286502347,63,0.56167917,78,0.270349639,81,-0.149067207,9,0.04884961,48,0.025242956,55
Michigan,Newaygo,48142,658,7126,16.82218948,4.207069694,4.32809744,7.34284205,19.06539037,34.7,8.3,26,79,18.9041106,21.95121951,279.8,27.48373313,7.244388059,2539,1746,537,3490,46,33,84.80565371,53.44599698,4.337204817,23,28,13.88831309,306,84.67541093,9.6,No,14.8409894,79,42.3,2539:01:00,1746:01:00,537:01:00,78.19061777,351.5387081,36.56474245,5.514705882,12.63298505,13.61168724,9.9,69.6,11.9,2.299191048,11.71831918,21.96627879,36.14547667,87.94895,7.613535174,2.747147539,48860,62.58512485,NA,16.26694456,12.45226631,21.28492998,82.35386963,12.30025003,22.54765606,19.1381003,0.778098618,49.80364886,83.84028064,-0.020092836,38,0.130589215,49,-0.154159627,31,0.134066791,56,0.072059577,55,0.018615128,43,0.030384324,42,0.009530187,49
Michigan,Oakland,1250843,13124,5874,12.03386529,3.101583749,3.515100548,8.243284965,12.30826608,24.7,8.2,19,94,20.07042342,25.82582583,332.3,9.809100107,4.921746964,717,929,291,5392,43,50,90.48546491,81.43446784,3.348843589,9.6,24,8.050615748,178,54.66638029,11.1,No,13.91615079,86,42.3,717:01:00,929:01:00,291:01:00,80.23523501,285.9557899,42.68136303,5.949598402,9.264514242,10.97420548,8.8,183.8,10.9,5.209556223,13.55884526,4.915687328,32.30429587,129.84424,5.133227572,3.111510279,80319,32.93871372,3.384571603,12.02397935,8.421317386,830.4403212,70.79060767,12.01788754,20.96813773,16.79850953,1.868834853,50.99320919,4.786661588,-1.246206612,6,-1.002659369,3,-0.539824707,11,-0.706381906,4,-0.496488256,1,-0.142102038,11,-0.418255441,5,0.054186367,64
Michigan,Oceana,26417,365,7446,17.27502276,4.441660609,4.608187308,8.271787297,18.41723424,30.7,8.3,26,89,18.65353439,38.46153846,249.6,34.1068917,9.186186911,1763,3328,2958,3179,47,33,83.40807175,47.85502959,6.1014772,23.3,34,9.454655472,469,70.76548471,9,No,15.6296665,78,29.2,1763:01:00,3328:01:00,2958:01:00,78.62866214,353.1077177,57.21525195,NA,13.42016363,14.35203517,14.1,31.9,11.8,2.004120643,16.43613928,13.04525071,36.95638428,71.3615,NA,2.800995363,50374,74.67675812,NA,17.12265296,8.370111094,9.478079091,81.45121591,10.97085386,22.83568075,20.57840376,2.896512936,49.32957747,89.89085435,0.462968439,61,0.335169743,67,-0.055649574,39,0.518618013,74,0.020836976,42,0.08391775,63,0.242270702,70,-0.011855686,40
Michigan,Ogemaw,20928,444,9994,15.47208457,4.185596941,4.527248144,6.809487376,19.05592199,38.7,8,31,68,18.25757697,30.43478261,238.3,22.89696366,7.335882315,2623,2619,1232,5062,42,34,90.71428571,58.36032893,7.005038712,26.6,38,11.43892093,399,113.5355347,7.9,No,14.80686695,82,24.3,2623:01:00,2619:01:00,1232:01:00,74.98781436,471.5434887,71.04107466,NA,12.67693104,14.31756869,16.6,49.4,14.2,0.021289283,23.87128603,16.95099129,35.39318137,114.54754,NA,3.100059041,41201,56.95852535,NA,26.81752208,18.12752235,16.46212202,81.79862306,12.45384357,18.51851852,25.84001527,0.185,50.17659412,100,0.768636252,69,0.527444791,77,0.729218728,73,0.039417524,46,0.148361556,69,0.132240526,77,0.262874716,72,-0.016032006,36
Michigan,Osceola,23232,335,7847,16.69793066,4.295906873,4.595297903,7.220412595,19.22127378,40.3,7.5,20,50,17.94535475,54.54545455,305.2,27.71272443,8.033486722,3323,11671,729,4513,45,34,86.36363636,48.68792895,4.437706726,25.2,34,15.90713672,286,79.35275751,8.2,No,13.68004522,79,31.3,3323:01:00,11671:1,729:01:00,77.98223164,364.254488,80.53436923,NA,13.0104497,14.60518029,11.1,71.8,14,5.983236727,21.51740758,16.61814578,36.23021237,72.83321,13.78737542,2.764757907,45607,62.00777832,NA,18.24249299,13.80047957,22.83746045,81.65934066,10.82568807,22.316953,21.19446468,0.341561162,49.56514288,100,0.3153477,57,0.372269752,68,0.06783522,51,0.24751248,64,0.212393127,78,0.129493929,76,0.062652568,50,-0.032269871,28
Michigan,Oscoda,8277,192,11248,15.43762861,4.150690316,4.43882827,9.268292683,17.33866018,38.7,8.1,28,91,17.30792212,57.14285714,313.7,33.22259136,8.995327103,4144,4138,2069,4024,37,25,89.83050848,53.80747126,6.418010753,28.2,33,13.27380234,267,115.8049651,7.4,No,15.98360656,81,27.9,4144:01:00,4138:01:00,2069:01:00,74.52124208,528.6392019,NA,NA,12.49529567,13.96695249,19.3,NA,13.8,0.731901089,NA,18.82916809,34.63649324,48.33253,21.28279883,2.82720933,38927,72.53012048,NA,46.62869414,NA,26.12931236,84.25732218,13.43445287,19.45384244,27.21121315,0.419740524,48.74335428,100,1.529837926,80,0.528203435,78,1.115565728,82,0.414272198,71,0.095367419,60,0.228832829,83,0.220786481,67,-0.016783294,35
