State,County,Population,Deaths,Premature_Death_Rate,Self_Reported_Poor_health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,Low_Birthweight_percentage,Percentage_Smokers,Percentage_Adults_with_Obesity,Food Environment Index,Percentage_Physically_Inactive,Percentage__With Access to Exercise Opportunities,Percentage_Excessive Drinking,Percentage_Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Percentage_Uninsured,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,Percentage_With Annual Mammogram,Percentage_Vaccinated,High School Graduation Rate,Percentage_Some College,Percentage_Unemployed,Percentage_Children in Poverty,Percentage_Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,Percentage_ Severe Housing Problems,Percentage_ Drive Alone to Work,Percentage_Long Commute - Drives Alone,CalField_1,CalField_2,CalField_3,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,Percentage_Frequent Physical Distress,Percentage_Frequent Mental Distress,Percentage_Adults with Diabetes,HIV Prevalence Rate,Percentage_Food Insecure,Percentage_ Limited Access to Healthy Foods,Drug Overdose Mortality Rate,Motor Vehicle Mortality Rate,Percentage_Insufficient Sleep,Other Primary Care Provider Rate,Percentage_Disconnected Youth,Average Grade Performance,Median Household Income,Percentage_ Enrolled in Free or Reduced Lunch,Homicide Rate,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,Percentage_Homeowners,Percentage_Housing Cost Burden,Percentage_less than 18 years of age,Percentage_ 65 and over,Percentage_ Not Proficient in English,Percentage_Female,Percentage_Rural,Health_Outcomes_Z-Score,Health_Outcomes_Rank,Health_Factor_Z-Score,Health_Factor_Rank,Length of Life_Z-Score,Length of Life_Rank,Quality of Life_Z-Score,Quality of Life_Rank,Health Behaviors_Z-Score,Health Behaviors_Rank,Clinical Care_Z-Score,Clinical Care_Rank,Social & Economic Factors_Z-Score,Social & Economic Factors_Rank,Physical Environment_Z-Score,Physical Environment_Rank
Michigan,Alcona,10364,224,9814,14.7496921,4.004213006,4.39002871,7.762557078,16.05008806,34.9,8,22,72,15.61886175,60,144.9,22.56699577,8.809160305,1725,10362,1727,2588,45,28,94.64285714,54.73393227,6.579634465,31.6,33,12.55917303,120,102.1824632,7.5,No,11.65829146,81,35.7,1725:01:00,10362:1,1727:01:00,76.84512207,427.0644104,NA,NA,11.97694839,13.59979501,11.3,NA,12.6,4.264405957,NA,NA,31.33932406,57.90388,NA,2.575978578,39862,69.00826446,NA,40.02576782,21.20768104,12.14323674,87.81948882,10.73232323,12.7581548,35.8328508,0.199084213,49.5850222,98.92158655,0.716627533,68,0.106582437,48,0.673646291,72,0.042981242,49,-0.121326598,19,0.07305467,61,0.203273433,66,-0.048419068,21
Michigan,Allegan,115250,1371,6181,14.21007546,3.89793332,4.242456848,6.552886641,16.27392233,33.5,8.9,20,68,19.11305652,28.76712329,358.1,21.3864591,5.458730681,4313,3259,1139,3553,43,43,87.04930096,57.59410081,3.266440656,13.6,24,10.39099333,246,63.34437533,11,Yes,12.10357525,86,33.9,4313:01:00,3259:01:00,1139:01:00,79.13335459,317.957333,41.51980141,4.803675856,11.47178485,12.63643092,8.8,101.9,9.1,0.831520315,12.02329083,14.33264703,32.26522514,33.24043,7.518796993,3.175243659,62247,44.60176053,1.744843986,14.19249887,9.69203557,132.9566012,82.31162791,8.909064776,24.1819871,16.54691589,0.739171462,50.04133746,64.46754273,-0.741047521,17,-0.330031736,14,-0.445455267,18,-0.295592254,19,-0.131987959,16,-0.022550362,32,-0.262407754,13,0.086914338,79
Michigan,Alpena,28612,443,7179,14.69437719,4.095082723,4.294293152,6.984298863,17.35694339,33.6,8.1,25,75,19.11571819,33.33333333,228.4,22.61624751,6.152068408,1355,1091,338,3818,44,45,79.88505747,67.1641791,5.082101196,22.6,35,14.05382615,304,83.03271768,7.5,No,12.07576953,85,12.9,1355:01:00,1091:01:00,338:01:00,77.99279088,367.941883,NA,NA,12.03219367,13.37768764,13.7,80.4,12.8,2.287227147,17.5385263,7.438926414,35.23521024,151.622,5.934718101,2.806013942,42792,54.70618825,NA,19.78131118,10.46630895,103.9384246,77.5261461,10.24973562,18.48025388,23.43794076,0.286364638,50.71932299,51.8278262,-0.24111657,27,-0.075209505,32,-0.137985057,33,-0.103131513,33,-0.035498159,31,-0.084598504,19,0.090035258,55,-0.0451481,25
Michigan,Antrim,23177,316,6080,14.00284834,3.984274936,4.322454297,6.142322097,16.38555404,31.9,8.5,29,67,18.10287745,29.41176471,227.5,20.50691244,8.12595825,1664,2921,2921,4161,41,43,92.65306122,58.52898898,5.61764415,18.7,30,10.30396703,118,77.43800657,7.4,No,13.82113821,76,35,1664:01:00,2921:01:00,2921:01:00,80.48517433,293.0211493,NA,NA,11.69110144,13.17045362,7.4,69.4,11.6,0.059331966,NA,17.79162935,31.24400392,47.07896,8.190091001,2.911760653,56456,53.43605547,NA,19.84488957,16.34802361,48.49883717,86.07853136,11.48512755,18.14252087,27.14316285,0.545388984,50.28033383,100,-0.791728988,16,-0.144502009,27,-0.476343867,17,-0.315385122,16,-0.12427525,17,0.091673851,67,-0.055825656,33,-0.056074955,16
Michigan,Arenac,15165,276,8499,15.81122766,4.301253784,4.441567001,7.709750567,18.4857836,35.6,6.9,31,70,17.71740749,21.42857143,226,27.07516922,8.10255494,3009,2149,501,5876,50,39,90.13157895,50.28380634,7.114161366,24.1,35,7.976071785,256,89.68373295,8.3,No,11.81887951,84,36.7,3009:01:00,2149:01:00,501:01:00,76.70458487,409.41279,NA,NA,12.862456,14.01338374,16.4,NA,14.3,12.23759315,NA,17.79259454,34.34410751,126.32139,13.47962382,NA,42540,59.81490502,NA,21.2634426,21.10205481,73.37881716,82.49551167,9.973590182,18.16368593,24.91190745,0.297063903,49.57782062,100,0.487918465,62,0.46752556,75,0.268596266,62,0.219322199,62,0.101550468,62,0.124363457,73,0.261354693,71,-0.019743059,34
Michigan,Baraga,8507,153,10471,16.12414483,4.210718716,4.408065341,6.822612086,19.33834262,35.9,7.4,24,26,19.25149302,75,154,23.3672858,8.009751001,938,1387,756,1394,43,28,86.66666667,39.31795386,6.108312343,21,37,9.477550053,333,87.07316499,6,No,13.68243243,83,19.4,938:01:00,1387:01:00,756:01:00,75.41337909,452.7612802,NA,NA,12.64140724,13.66427668,18.5,107.3,14.9,5.426598185,NA,NA,38.22960308,108.17308,NA,NA,43435,60.57312253,NA,21.70010626,NA,43.6400445,80.96179183,13.63166954,17.51201923,22.11538462,0.098461539,44.87980769,100,0.914623082,72,0.379294385,70,0.876243285,80,0.038379798,45,0.215176652,79,-0.073373277,22,0.288602959,76,-0.051111949,19
Michigan,Barry,60057,762,6022,12.85412236,3.725795749,4.228558758,6.507243044,15.99710256,37.2,8.8,27,57,20.47006989,14.28571429,221.2,18.42936663,5.367312073,3029,3597,927,4701,46,45,86.96275072,57.30337079,3.407655382,10.8,26,10.56349652,171,66.65777896,11.2,Yes,11.4391951,85,46.5,3029:01:00,3597:01:00,927:01:00,79.45916674,320.3234789,27.98089837,NA,10.77475199,12.51383995,17.1,43.6,9.5,1.016486553,12.67601753,16.741325,37.56005046,70.31084,8.564890487,3.288544217,64121,42.27089337,2.630779644,17.57123115,12.664978,7.709837652,82.31543624,8.811448831,22.09722518,18.40181827,0.334707395,49.66397959,77.12808206,-0.941208291,11,-0.308742306,15,-0.494305877,15,-0.446902414,12,-0.090929325,24,-0.009914986,37,-0.296409271,10,0.088511276,80
Michigan,Bay,104786,1579,7743,14.50455264,4.046153884,4.159750802,7.291231005,17.79181258,35.9,7.7,26,86,19.78233032,35.29411765,391.4,21.46294514,6.104808863,2424,1464,401,6890,46,49,87.92599805,66.29673134,4.786304417,24.8,40,10.26487207,328,74.70266624,9.5,No,12.52430516,86,24,2424:01:00,1464:01:00,401:01:00,77.49196102,387.1384399,43.12354312,4.748982361,11.8111692,13.13142939,8.9,92.7,12.4,7.743706309,25.88612025,10.42634263,36.19722609,76.98007,9.275783358,NA,50576,53.19559623,2.301919801,18.05557455,11.81521762,291.1147982,77.69930054,10.867983,20.28809792,20.39490777,0.291150043,50.85977118,30.31149382,-0.097798945,36,0.183388766,55,0.035946183,48,-0.133745127,30,0.062628047,52,0.06846068,59,0.048228513,47,0.004071526,46
Michigan,Benzie,17552,227,6655,13.03789421,3.71127111,4.133609648,6.128133705,15.68194619,36.5,NA,30,89,19.37272194,33.33333333,369.9,21.59161012,7.398549607,1953,2219,772,3799,45,52,83.13253012,68.7846109,5.50625711,15.7,28,13.0882604,126,72.83155427,7.5,No,13.45885635,79,35.1,1953:01:00,2219:01:00,772:01:00,80.46584073,295.7974329,NA,NA,10.87111222,12.60360166,13.6,32.7,10.5,NA,20.79473704,17.10557397,32.0102583,95.75846,NA,NA,51905,56.18672666,NA,NA,NA,42.42668712,89.6628546,11.02134146,18.2448037,26.1307948,0.27515253,50.35205317,100,-0.845805277,13,-0.205567527,20,-0.299363925,26,-0.546441352,8,-0.040831618,30,-0.007236479,38,-0.11476354,27,-0.04273589,26
Michigan,Berrien,154807,2254,8081,16.08037215,4.287990462,4.554292904,7.856634227,16.5930279,32.6,7.1,23,87,16.47199016,31.52173913,553.6,29.78799535,7.258805764,1307,1732,452,3761,45,46,82.91250734,64.57313298,4.298494436,21.1,38,12.83555579,428,71.34727217,11.8,Yes,13.96114322,81,20.9,1307:01:00,1732:01:00,452:01:00,77.41668926,387.8842951,60.18304453,7.071911005,12.59241873,13.97225334,11.7,173.8,14.5,10.11931322,18.38195541,11.99706902,31.82297365,86.28464,6.888265919,2.806872079,51509,57.3493354,4.152831585,16.17284526,12.81920135,210.8276093,69.769043,12.76502838,21.77940976,19.72349991,1.139100659,51.05131016,32.85696977,0.442354409,60,0.039988039,39,0.139945728,53,0.30240868,68,-0.042272908,29,-0.035261274,29,0.042013091,46,0.07550913,73
Michigan,Branch,43584,642,8566,15.08966314,4.127669085,4.291774557,6.583242655,18.40061945,38,8.3,30,62,19.20905381,31.03448276,285.6,30.9587217,8.1180703,2171,1897,661,5272,43,45,80.71278826,51.74100157,3.66580113,21.2,29,10.59663672,277,77.18176305,11.8,Yes,12.37593052,83,25.7,2171:01:00,1897:01:00,661:01:00,76.68730917,401.7135044,78.19945749,8.152937869,12.41974618,13.333365,10.2,58,12.1,1.448106118,18.39658437,14.74515458,37.75487449,59.60295,13.43820225,NA,50477,58.21927888,NA,18.27399249,8.728889869,139.1779002,74.57894099,8.923521649,23.17867131,18.1834854,1.487615418,48.45490807,62.7033239,0.149841594,49,0.32052801,66,0.289432253,64,-0.139590659,29,0.137578755,65,0.117040951,71,-0.008183848,40,0.074092152,71
Michigan,Calhoun,134473,2139,9414,16.18879355,4.161187453,4.54342686,8.459452366,18.79289397,33.8,7.3,27,77,17.99378166,36.36363636,708.3,32.20993221,5.626721827,1677,1416,311,4168,49,50,88.13033359,59.1141929,4.209019327,27.6,42,11.63068114,644,94.91321689,11.5,No,14.50367301,83,22.5,1677:01:00,1416:01:00,311:01:00,75.96794176,450.5331605,62.10979722,6.486676017,12.63772826,13.90439946,13.8,148.9,14.2,8.245614087,35.9800596,12.20412945,35.47858379,126.40627,6.095318908,2.666473631,48413,58.47872966,5.200020376,19.51819256,14.13284578,215.9081476,69.47576362,13.11685089,22.90258538,17.83592466,1.058809533,51.06069732,30.97703936,0.915132852,73,0.263494758,62,0.550666481,70,0.364466371,70,0.179187036,75,-0.116551425,14,0.172852835,62,0.028006313,56
Michigan,Cass,51460,738,7669,14.5011429,3.785538655,4.084018365,7.877585718,16.49171852,39.8,8.3,30,62,19.4645941,29.09090909,288,26.77633882,7.221533118,5138,3228,906,3674,43,48,89.9103139,62.38227147,4.06924276,17.3,33,8.3688523,223,66.69303368,12.9,Yes,12.91676957,82,36.2,5138:01:00,3228:01:00,906:01:00,78.16388866,350.8399869,72.02100225,8.335728658,11.27705519,12.65879785,18.7,43.3,11.6,2.696002716,12.93384983,14.91506698,33.60798942,29.03994,8.694057227,2.864492035,55978,55.63292021,NA,18.52457634,13.18350666,11.43473266,80.47950132,9.259725228,20.61061313,21.02878826,0.257631832,49.82092037,71.18161131,-0.141221222,33,0.01374974,37,0.013121723,46,-0.154342945,28,0.041945313,49,0.039959438,52,-0.167462354,22,0.099307343,82
Michigan,Charlevoix,26219,334,6382,12.95207101,3.7268513,4.104378094,5.878750766,15.42215283,34.9,8.5,17,84,18.6756041,60,198.9,20.67669173,6.371191136,1136,750,536,3703,47,42,91.90283401,67.91748527,4.737964656,16,28,14.92023413,158,67.21867457,7.4,Yes,12.31326392,79,22.5,1136:01:00,750:01:00,536:01:00,79.93037752,298.4671713,NA,NA,11.10324993,12.72634934,12.5,35.4,11.2,1.588880135,NA,8.739921778,32.89932997,60.96632,NA,3.312411009,54491,50.48543689,NA,13.43968131,9.166182896,74.24990221,81.26373144,9.492353633,18.88050602,24.38271605,0.299401198,50.5105929,70.40348376,-0.984669428,10,-0.514909611,11,-0.383397499,21,-0.601271929,7,-0.157457075,9,-0.109629233,15,-0.240005249,14,-0.007818055,41
Michigan,Cheboygan,25458,379,7143,15.00303127,4.214859688,4.410201251,7.193229901,17.53184286,30.3,7.4,27,78,17.91372444,61.53846154,149.8,23.66209642,8.289985216,1691,2310,1059,3994,42,38,86.75799087,58.22916667,9.202396555,25.9,28,11.82545627,133,67.56491338,7.1,No,12.06973625,81,35.9,1691:01:00,2310:01:00,1059:01:00,78.77845622,323.7789777,75.71786359,NA,12.55026648,13.78832836,17.7,62.3,15.1,5.893783178,13.12628802,7.827963723,36.81288085,59.02491,NA,2.94655024,48589,62.68328446,NA,19.97172112,7.856385277,55.08697876,82.37657352,10.34321955,16.38137961,27.25770275,0.224590633,50.1318223,82.72789844,-0.108639769,35,0.311391196,65,-0.149108724,32,0.040468955,48,-0.015632999,35,0.089605808,65,0.283342616,75,-0.045924229,24
Michigan,Chippewa,37834,496,6398,18.50366608,4.578398784,4.599128962,5.914202416,21.61063282,40.5,7.1,31,86,20.89172361,40,257.2,18.78109453,9.33121861,1640,1631,313,4897,47,34,87.5,58.40060273,6.627023051,22.4,34,10.34181008,288,70.78486683,6.9,Yes,13.37648328,76,15.2,1640:01:00,1631:01:00,313:01:00,78.91942152,353.1212738,NA,NA,13.62202641,14.33949186,12.5,76.3,15.5,8.097655314,13.27997734,10.86471926,37.24898289,93.29104,7.416383907,2.854387208,47380,58.3373494,NA,18.88794732,10.03666022,10.0246382,69.20831554,11.68936926,18.33035691,17.97052003,0.466770393,44.79569262,48.93821392,-0.153747437,31,0.618402303,80,-0.378502779,22,0.224755343,63,0.373013169,83,0.119251867,72,0.155427549,60,-0.029290282,30
Michigan,Clare,30616,645,10043,17.16290577,4.403404518,4.632933073,6.524633822,20.22478546,37.3,7.7,31,66,17.31829601,40,221.8,36.28158845,8.009898411,3065,3845,992,4969,40,35,88.62068966,53.91719745,6.087984463,32.4,30,11.09189965,350,91.51941846,8.3,No,16.75696594,80,36.6,3065:01:00,3845:01:00,992:01:00,75.05281083,486.9966125,57.80108171,NA,13.40711876,14.87233226,16.7,99.4,15.2,1.695592065,29.42202075,16.79927203,37.636453,78.03102,8.069381599,2.856594981,39394,64.06105458,NA,21.39063084,16.3427533,14.42236551,81.50088667,13.75262055,19.80687323,23.86773743,0.57995029,50.01137952,70.64282481,0.951052894,75,0.707849462,81,0.744343003,75,0.20670989,61,0.252485059,80,0.172260838,81,0.275048037,73,0.008055528,48
Michigan,Clinton,77896,696,4613,12.30695878,3.646856554,3.969883274,6.027596224,15.27811499,34.1,8.4,24,72,22.90905262,21.95121951,266.4,10.69487119,4.59722794,3138,3967,891,3767,52,50,94.84924623,76.06893188,3.174409823,8.6,20,7.266422753,94,53.02933265,10.6,No,10.26970954,86,29.6,3138:01:00,3967:01:00,891:01:00,81.46092307,238.6284861,38.211152,3.735524841,10.67016867,11.98593722,11.4,62.7,9.4,5.715157605,13.57871197,8.470051004,31.62738346,28.99208,4.036520903,NA,70967,31.74467276,NA,11.88457137,9.222492635,86.71751647,78.76346827,8.60267484,22.38188877,16.94398225,0.532847608,50.54454697,52.92642806,-1.624475706,3,-0.813345609,6,-0.928307291,2,-0.696168416,5,-0.155237419,11,-0.13093219,13,-0.530071095,2,0.002895095,44
Michigan,Crawford,13836,248,11390,15.17314928,4.100292824,4.34240731,10.3960396,17.845258,32.4,7.6,24,99,18.18333666,30.76923077,266.1,24.55357143,6.543509966,1070,3475,695,4458,46,29,88.98305085,63.04868316,6.005079826,26.1,34,7.90968577,264,111.4359316,7.4,No,13.02555647,77,27.7,1070:01:00,3475:01:00,695:01:00,75.58723993,446.1247151,NA,NA,12.26058392,13.61709277,15,NA,13.3,6.895440038,36.0993454,22.67784066,34.1172071,129.48709,NA,3.431539082,46930,59.18984281,NA,28.98126415,18.81385858,89.23599029,81.64379031,11.30494271,17.8836055,25.68160564,0.204081633,49.19789943,72.58775046,1.696071255,82,0.097587196,46,1.159285437,83,0.536785819,76,-0.031168232,33,0.008874503,41,0.183059567,63,-0.063178641,12
Michigan,Delta,36190,527,7382,15.79692618,4.073680078,4.415148713,7.077169132,17.3991833,35.8,7.6,23,93,17.62305027,19.04761905,216.9,22.90822741,6.454699345,1332,1434,652,2542,50,40,73.70030581,70.6323687,5.314151497,17.4,38,15.84874183,187,68.52343059,7.1,No,13.72115081,81,15.8,1332:01:00,1434:01:00,652:01:00,78.35321584,350.4066946,41.42788096,NA,12.24227509,13.8277258,14.4,67.4,12.6,8.383131739,10.18292231,12.56138395,37.42479355,94.82109,NA,2.875135062,49292,49.12427023,NA,23.81088407,12.15738285,126.1634333,79.47206721,10.96641093,19.66979948,24.16543492,0.13676308,50.33605712,43.75354069,-0.056260764,37,-0.20298481,21,-0.075284903,37,0.019024139,44,-0.055077089,28,-0.132453405,12,0.034445263,44,-0.049899578,20
Michigan,Dickinson,25570,347,7502,15.13306607,4.112241621,4.301554316,7.85077951,17.76838109,24.4,7.4,21,89,19.12137507,25,184.9,20.42018457,5.998481397,1105,1015,321,2781,53,41,89.13857678,70.6416914,3.84769861,15.1,30,17.70607909,NA,83.54284108,7,No,13.24384788,84,12.9,1105:01:00,1015:01:00,321:01:00,78.93728603,340.2958506,48.84720594,NA,12.14752794,13.43582445,11.7,NA,12.1,11.46184488,32.75123472,9.978048294,34.21861842,193.04259,NA,NA,52348,46.10024122,NA,13.82689679,8.588516373,189.0153962,77.73067557,11.10698366,20.29310956,22.08564788,0.197441487,49.87590119,32.76520942,0.042617799,46,-0.643163644,9,-0.038422539,40,0.081040339,52,-0.1568333,10,-0.201652122,3,-0.238134914,15,-0.046543308,23
Michigan,Eaton,109155,1330,6382,14.07103529,3.638837808,4.00273015,6.957949236,17.17663553,37,7.8,23,72,20.23565281,28.76712329,388,15.25382363,5.523641184,3029,1464,590,4375,49,47,87.18487395,72.26247076,3.469273155,12.2,33,11.64849074,244,77.55875121,10.9,Yes,12.71919836,84,27.3,3029:01:00,1464:01:00,590:01:00,79.19645591,318.4409624,44.32144942,5.419029616,10.64545042,12.35397198,9.8,91.7,11.2,9.220235792,20.73088567,12.20874593,35.94624048,47.34762,6.188340807,3.034149947,66716,46.41979542,1.969152569,18.39571515,11.55130337,161.9480329,71.90583465,9.878551787,20.6799847,18.57847868,1.140835514,50.85772039,37.97177034,-0.806427799,14,-0.281025336,16,-0.383500634,20,-0.422927165,13,0.009657078,40,-0.063174368,23,-0.300973415,9,0.073465369,70
Michigan,Emmet,33039,421,5953,13.79811715,3.927325896,4.25696706,6.647398844,16.52907545,27.3,8,19,88,19.92217793,50,274.2,13.49782293,7.700970874,754,925,327,3484,56,49,93.82022472,73.18581638,5.890706658,11.4,28,18.07610038,173,68.05261129,7.1,No,14.28066455,79,21.2,754:01:00,925:01:00,327:01:00,79.68793019,296.7869503,NA,NA,11.44463866,12.90872344,8.5,49.2,12.1,4.851723558,10.03180081,9.047707268,33.79067929,192.14603,7.706535142,3.11363699,58891,38.94282632,NA,20.8692879,14.45365196,152.152676,73.3149552,12.52855511,19.13954606,22.53212442,0.222617988,50.72054762,74.88835872,-0.802151362,15,-0.706380946,7,-0.515485896,13,-0.286665466,20,-0.174719717,6,-0.185869994,5,-0.293994134,11,-0.051797101,17
Michigan,Genesee,409361,6979,10379,16.78305511,4.137083401,4.609832912,10.53097868,18.98688776,34.9,6.6,26,86,17.72820152,25.38071066,675.3,29.44096329,6.729385323,1157,1384,348,6404,47,48,83.14249364,66.06818931,4.892700557,28.9,44,9.35233256,653,88.19350388,10.2,Yes,16.66215525,84,30.8,1157:01:00,1384:01:00,348:01:00,75.31782767,479.2765049,70.37071722,8.152820757,12.98200027,14.51022929,13.5,149.7,16.5,10.9774885,41.94973882,11.14420814,40.67661509,84.78908,7.507874571,2.769283038,48370,58.53369877,12.56761167,13.68500519,17.00351211,344.2168164,69.50604268,15.14254959,22.49982796,17.48277184,0.418729577,51.77049438,16.75520797,1.624110294,81,0.587682045,79,0.847688606,79,0.776421688,80,0.181792214,76,0.021250539,44,0.27851241,74,0.106126882,83
Michigan,Gladwin,25289,482,8458,17.11597784,4.345793227,4.645646485,7.038288288,17.69133121,42.5,8.1,26,65,17.02747042,35.29411765,206.1,22.64772493,8.019845164,6309,5067,905,4647,44,43,89.23076923,51.12347528,5.627009646,26.8,30,6.340651502,220,90.28415751,8.4,No,16.14391144,81,44.6,6309:01:00,5067:01:00,905:01:00,76.64670486,418.8077671,57.79739386,NA,13.35097751,14.55147135,19.4,41.1,13.9,0.491769198,14.53238741,11.28381619,33.28272501,31.57438,18.65284974,2.863123971,44635,58.41328413,NA,20.29802495,17.42325847,16.09944028,84.48040731,12.45150913,18.77886095,26.71587007,0.403746098,49.42574101,88.58010276,0.534272829,65,0.418988945,72,0.256055778,60,0.278217051,67,0.077788325,56,0.128706757,75,0.193207768,65,0.019286095,52
Michigan,Gogebic,15414,202,7444,17.18553787,4.439353,4.447853415,6.157354618,19.42120717,31.2,7.6,24,90,17.94789678,33.33333333,267.2,20.66276803,7.762244599,1096,2157,559,3383,50,38,88.49557522,54.58296493,5.107137103,26.8,38,13.03611003,100,74.17142708,6.4,No,11.68048229,80,14.5,1096:01:00,2157:01:00,559:01:00,79.15788042,317.3133999,NA,NA,13.30949877,14.07434005,14.1,51.4,14.8,3.505649603,NA,12.8618545,35.61345302,105.98834,NA,NA,39934,59.58862674,NA,13.02935222,NA,105.6405301,78.7127965,10.3775075,15.62665607,25.87440382,0.202020202,46.17117117,68.16825957,0.023807731,43,0.019293571,38,-0.056254516,38,0.080062247,51,0.038909698,47,-0.047482457,28,0.11361109,57,-0.08574476,4
Michigan,Grand Traverse,91746,1027,5895,12.04494201,3.508511024,3.910127862,6.562933292,17.17848829,30.9,8.3,18,91,20.37492409,23.40425532,301.7,16.30796539,6.3453739,759,1040,232,3869,49,55,86.16647128,73.37125589,3.684114165,11.5,27,11.54596055,224,68.86301925,7.7,Yes,12.74152898,80,20,759:01:00,1040:01:00,232:01:00,80.01792865,284.8014228,49.10352882,5.032789385,10.33552975,12.2400822,6.5,100.4,10.1,5.209759123,17.36211586,9.247924311,31.77989093,244.13166,4.474002418,3.12958827,64591,39.0982606,NA,16.4361756,8.063075039,112.6950811,76.28857651,11.10230193,20.23268124,19.90537198,0.485856062,51.06996641,48.02381993,-1.224844814,7,-0.644530247,8,-0.533469114,12,-0.6913757,6,-0.134508381,15,-0.201360772,4,-0.312387385,8,0.003726291,45
Michigan,Gratiot,41067,546,6604,16.52499642,4.374261838,4.398052582,6.975907947,19.8229122,37.8,6.8,20,55,19.48209825,18.18181818,302.3,19.98021761,5.672805021,2051,2256,606,3876,40,41,87.79956427,56.20024935,4.683102555,20.8,34,11.21458872,203,55.33335922,9.7,No,12.39809783,81,31.4,2051:01:00,2256:01:00,606:01:00,77.92441135,372.0843732,36.41218595,NA,13.213834,13.92884845,11.1,96.7,14.2,14.28885695,9.770475252,7.929530606,38.37604147,123.15574,7.201646091,2.954380786,48988,56.14208189,NA,11.39276503,5.339183784,104.0967178,72.75482638,12.90681502,19.59161556,17.50289416,0.368843011,46.2942437,60.15632357,-0.174326752,30,0.133506203,50,-0.314882232,25,0.14055548,57,0.173852369,74,-0.011789231,35,-0.013298069,38,-0.015258866,37
Michigan,Hillsdale,45830,653,8107,14.11644655,3.912603963,4.227287235,6.280193237,18.5874179,38.6,8.2,24,61,19.13053444,28.57142857,226.7,25.82282913,7.091841022,3823,3050,683,5459,42,42,85.36082474,56.42784033,4.021602855,20,28,10.89823231,184,71.56165866,11.3,No,13.67088608,81,35.7,3823:01:00,3050:01:00,683:01:00,77.42127106,375.0801422,66.90786539,6.002728513,11.91737677,13.46965691,12.2,38.7,12.6,1.697486023,19.65036899,17.72922803,33.21970658,52.46016,6.679104478,2.841757274,50388,58.46689896,NA,18.04847744,11.78149258,23.18679449,76.73145666,9.649378683,21.84965792,19.61791515,0.512428121,50.24372117,69.12697053,-0.201563376,28,0.177282555,52,0.147820558,54,-0.349383934,14,0.099382497,61,0.125338133,74,-0.069565774,31,0.022127699,54
Michigan,Houghton,36360,416,6869,15.68384885,4.207809986,4.476050032,5.93220339,18.5452658,31.3,7.5,21,79,21.88284937,30,135,10.30825652,6.670309654,1578,1509,549,3558,46,30,76.94174757,68.99375434,5.093021818,15.5,21,12.11954276,156,65.40114534,6.1,No,16.51718984,71,11.1,1578:01:00,1509:01:00,549:01:00,78.53615381,346.1842006,47.83217739,NA,12.95975692,14.1967727,8.3,41.8,15.2,4.237543947,11.91796771,5.88930463,37.22156436,93.87338,4.889589905,NA,42282,46.36329728,NA,15.82537787,9.89261022,264.1634336,67.87106447,14.88477818,19.97846434,17.49910268,0.742588618,45.9178884,37.81533253,-0.347226475,25,-0.169080428,22,-0.233387948,29,-0.113838527,31,-0.017515941,34,-0.018024716,34,-0.039506879,36,-0.094032893,2
Michigan,Huron,31543,507,8589,14.45832398,3.886887073,4.236079569,6.679574056,16.02026502,34.2,7.6,24,60,18.65048237,36,179,18.4449038,6.866182129,1840,1833,799,4545,45,42,91.64733179,59.28714859,4.606343991,18.4,29,17.26342711,163,91.84481394,9,Yes,11.37918617,82,22.7,1840:01:00,1833:01:00,799:01:00,76.84605503,391.756309,NA,NA,11.63539278,13.05131081,13,29.3,11.5,10.4680061,24.48710169,17.97252002,33.69588352,93.05012,8.368794326,NA,45817,49.89504618,NA,23.88388843,11.40142518,75.80345989,81.11797672,9.241882633,19.26779182,25.06898543,0.263579341,50.46204197,89.46192403,0.030626174,44,-0.207647853,19,0.296509758,66,-0.265883584,21,-0.103980986,21,0.025427208,46,-0.150072549,24,0.020978474,53
Michigan,Ingham,289564,3170,7206,16.19086943,4.421169887,4.765362059,8.469365664,17.75110514,31.5,6.8,20,89,21.68274858,30.76923077,655.4,14.87174581,6.194821985,942,1374,263,4477,45,48,88.02062674,77.56371275,3.643818866,19.1,37,14.09440841,609,71.51582331,10.6,No,18.97948164,76,17.6,942:01:00,1374:01:00,263:01:00,78.56509795,356.6807076,56.1598742,6.568214991,13.28644605,14.32433483,9.3,171.1,15.4,11.26290734,28.24430636,7.877957475,35.62611019,126.05257,2.978546136,3.002742551,52837,48.40339432,4.637025602,13.87775555,9.364341559,556.1801407,58.22103387,16.6412102,19.95183357,13.47942679,1.690225388,51.29690676,13.20635825,0.419193587,59,-0.156241213,25,-0.129501158,34,0.548694745,77,0.046132788,50,-0.099404109,16,-0.121499751,26,0.018529858,51
